rotten_tomatoes_link,movie_title,year_of_release,year_of_streaming_release,tomatometer_status,audience_status,genre_list
m/begin_again_2013,Begin Again,2014,2016,Certified-Fresh,Upright,"['Comedy', 'Drama', 'Musical & Performing Arts']"
m/beginners,Beginners,2011,2014,Certified-Fresh,Upright,"['Comedy', 'Drama']"
m/beguiled,The Beguiled,1971,2015,Fresh,Upright,"['Classics', 'Drama']"
m/behaving_badly_2014,Behaving Badly,2014,2019,Rotten,Spilled,"['Comedy', 'Drama']"
m/behind_enemy_lines_2_axis_of_evil,Behind Enemy Lines II: Axis of Evil,2006,2015,Rotten,Spilled,"['Action & Adventure', 'Mystery & Suspense']"
m/behind_the_burly_q,Behind The Burly Q,2010,2017,Fresh,Upright,"['Documentary', 'Musical & Performing Arts']"
m/behind_the_candelabra,Behind the Candelabra,2013,2016,Certified-Fresh,Upright,"['Drama', 'Television']"
m/behind_the_mask_the_rise_of_leslie_vernon,Behind the Mask: The Rise of Leslie Vernon,2006,2017,Certified-Fresh,Upright,"['Comedy', 'Horror', 'Kids & Family', 'Mystery & Suspense']"
m/behind_you,Behind You,2020,2020,Rotten,Spilled,['Horror']
m/behold_a_pale_horse,Behold a Pale Horse,1964,2012,Fresh,Upright,"['Classics', 'Drama']"
m/beijing_taxi,Beijing Taxi,2010,2016,Fresh,,"['Documentary', 'Special Interest']"
m/being_17,Being 17 (Quand on a 17 ans),2016,2017,Certified-Fresh,Upright,"['Comedy', 'Drama']"
m/being_at_home_with_claude,Being at home with Claude,1993,2017,Fresh,Spilled,"['Art House & International', 'Drama', 'Mystery & Suspense']"
m/being_elmo_a_puppeteers_journey,Being Elmo: A Puppeteer's Journey,2011,2016,Certified-Fresh,Upright,"['Documentary', 'Television']"
m/being_evel,Being Evel,2015,2016,Fresh,Upright,['Documentary']
m/being_flynn,Being Flynn,2012,2014,Rotten,Spilled,['Drama']
m/being_frank_2019,Being Frank,2019,2019,Rotten,Upright,"['Comedy', 'Drama']"
m/being_human,Being Human,1994,2014,Rotten,Spilled,"['Comedy', 'Drama']"
m/being_john_malkovich,Being John Malkovich,1999,2012,Certified-Fresh,Upright,"['Comedy', 'Drama', 'Science Fiction & Fantasy']"
m/being_julia,Being Julia,2004,2017,Certified-Fresh,Upright,"['Comedy', 'Drama']"
m/being_there,Being There,1979,2015,Certified-Fresh,Upright,"['Comedy', 'Drama']"
m/beirut,Beirut,2018,2018,Certified-Fresh,Spilled,['Drama']
m/bel_ami_2011,Bel Ami,2012,2017,Rotten,Spilled,['Drama']
m/bela_lugosi_meets_a_brooklyn_gorilla,Bela Lugosi Meets a Brooklyn Gorilla,1952,2016,Rotten,Spilled,"['Classics', 'Comedy', 'Horror', 'Science Fiction & Fantasy']"
m/believe-in-me,Believe in Me,2007,2007,Fresh,Upright,['Drama']
m/believe_2016,Believe,2016,2017,Rotten,Upright,['Drama']
m/believe_me,Believe Me,2014,2016,Rotten,Upright,['Comedy']
m/bella,Bella (Beauty),2006,2016,Rotten,Upright,"['Art House & International', 'Drama', 'Romance']"
m/bellboy,The Bellboy,1960,2016,Fresh,Upright,"['Classics', 'Comedy']"
m/belle_2014,Belle,2014,2016,Certified-Fresh,Upright,['Drama']
m/belle_de_jour,Belle de Jour,1968,2017,Certified-Fresh,Upright,['Drama']
m/belles_magical_world,Belle's Magical World,1998,2020,Rotten,Upright,"['Animation', 'Comedy', 'Kids & Family']"
m/bellflower,Bellflower,2011,2017,Certified-Fresh,Upright,"['Action & Adventure', 'Drama', 'Romance']"
m/bells_are_ringing,Bells Are Ringing,1960,2008,Fresh,Upright,"['Classics', 'Musical & Performing Arts', 'Romance']"
m/belly,Belly,1998,2015,Rotten,Upright,"['Action & Adventure', 'Drama', 'Mystery & Suspense']"
m/beloved_2012,Beloved,2012,2017,Rotten,Spilled,"['Comedy', 'Drama']"
m/beloved_sisters_2015,Beloved Sisters,2015,2016,Fresh,Spilled,['Drama']
m/below,Below,2002,2016,Fresh,Spilled,"['Mystery & Suspense', 'Science Fiction & Fantasy']"
m/belzebuth,Belzebuth,0,2020,Fresh,Upright,['Horror']
m/ben,Ben,1972,2017,Fresh,Spilled,"['Horror', 'Mystery & Suspense']"
m/ben_hur_2016,Ben-Hur,2016,2017,Rotten,Spilled,"['Classics', 'Drama']"
m/ben_is_back_2018,Ben is Back,2018,2019,Certified-Fresh,Upright,['Drama']
m/benchwarmers,The Benchwarmers,2006,2012,Rotten,Upright,['Comedy']
m/bend_it_like_beckham,Bend It Like Beckham,2003,2015,Certified-Fresh,Upright,"['Comedy', 'Drama']"
m/benda_bilili,Benda Bilili!,2011,2017,Fresh,Upright,"['Art House & International', 'Documentary', 'Special Interest']"
m/beneath_2014,Beneath,2013,2016,Rotten,Spilled,['Horror']
m/beneath_hill_60,Beneath Hill 60,2010,2016,Fresh,Upright,"['Art House & International', 'Drama']"
m/beneath_the_darkness,Beneath The Darkness,2012,2016,Rotten,Spilled,['Mystery & Suspense']
m/beneath_the_harvest_sky,Beneath The Harvest Sky,2014,2016,Fresh,Upright,['Drama']
m/beneath_the_leaves,Beneath the Leaves,2019,2019,Rotten,Spilled,['Mystery & Suspense']
m/beneath_the_planet_of_the_apes,Beneath The Planet Of The Apes,1970,2015,Rotten,Spilled,"['Action & Adventure', 'Science Fiction & Fantasy']"
m/benhur,Ben-Hur,1959,2013,Certified-Fresh,Upright,"['Action & Adventure', 'Classics', 'Drama', 'Romance']"
m/benjamin,Benjamin,2020,2020,Fresh,Upright,"['Art House & International', 'Comedy', 'Romance']"
m/benji,Benji,1974,2018,Fresh,Spilled,"['Action & Adventure', 'Documentary', 'Kids & Family']"
m/benji_2018,Benji,2018,2018,Fresh,Upright,['Kids & Family']
m/benji_off_the_leash,Benji: Off the Leash!,2004,2018,Rotten,Spilled,"['Drama', 'Kids & Family']"
m/benji_the_hunted,Benji the Hunted,1987,2016,Rotten,Upright,"['Action & Adventure', 'Comedy', 'Kids & Family']"
m/benny_and_joon,Benny & Joon,1993,2016,Certified-Fresh,Upright,"['Comedy', 'Drama', 'Romance']"
m/bennys_video,Benny's Video,1992,2007,Fresh,Upright,"['Art House & International', 'Drama', 'Horror']"
m/beowulf,Beowulf,2007,2013,Certified-Fresh,Spilled,"['Action & Adventure', 'Animation', 'Science Fiction & Fantasy']"
m/berberian_sound_studio_2012,Berberian Sound Studio,2013,2017,Certified-Fresh,Spilled,['Horror']
m/bereavement,Bereavement,2011,2017,Rotten,Spilled,['Horror']
m/berlin-symphony-of-a-great-city,Berlin: Symphony of a Great City (Berlin: Die Sinfonie der Großstadt),1927,2020,Fresh,Upright,"['Art House & International', 'Classics', 'Documentary', 'Special Interest']"
m/berlin_i_love_you,"Berlin, I Love You",2019,2019,Rotten,Spilled,"['Comedy', 'Romance']"
m/berlin_syndrome,Berlin Syndrome,2017,2017,Certified-Fresh,Spilled,"['Art House & International', 'Drama', 'Mystery & Suspense']"
m/bernard_and_huey,Bernard and Huey,2018,2018,Fresh,Upright,['Comedy']
m/bernie_2011,Bernie,2012,2016,Certified-Fresh,Upright,['Comedy']
m/bert_rigby_youre_a_fool,"Bert Rigby, You're a Fool",1989,2012,Rotten,Spilled,"['Comedy', 'Musical & Performing Arts']"
m/beside_bowie_the_mick_ronson_story,Beside Bowie: The Mick Ronson Story,2017,2017,Fresh,Upright,['Documentary']
m/beside_still_waters,Beside Still Waters,2014,2016,Fresh,Upright,"['Comedy', 'Drama', 'Romance']"
m/bessie_2015,Bessie,0,2016,Certified-Fresh,Upright,"['Drama', 'Television']"
m/best_friends,Best Friends,1982,2013,Fresh,Spilled,"['Comedy', 'Drama']"
m/best_in_show,Best in Show,2000,2008,Certified-Fresh,Upright,['Comedy']
m/best_laid_plans,Best Laid Plans,1999,2015,Rotten,Spilled,"['Drama', 'Mystery & Suspense']"
m/best_laid_plans_2012,Best Laid Plans,0,2016,Rotten,Spilled,['Drama']
m/best_little_whorehouse_in_texas,The Best Little Whorehouse in Texas,1982,2015,Rotten,Upright,"['Comedy', 'Musical & Performing Arts', 'Romance']"
m/best_men,Best Men,1998,2017,Rotten,Spilled,"['Comedy', 'Drama', 'Mystery & Suspense']"
m/best_night_ever,Best Night Ever,2014,2016,Rotten,Spilled,['Comedy']
m/best_of_enemies_2015,Best Of Enemies,2015,2016,Certified-Fresh,Upright,['Documentary']
m/best_of_everything,The Best of Everything,1959,2014,Fresh,Spilled,"['Classics', 'Drama']"
m/best_seller,Best Seller,1987,2016,Fresh,Spilled,"['Action & Adventure', 'Drama', 'Mystery & Suspense']"
m/best_worst_movie,Best Worst Movie,2010,2017,Certified-Fresh,Upright,"['Comedy', 'Documentary', 'Television']"
m/best_years_of_our_lives,The Best Years of Our Lives,1946,2012,Certified-Fresh,Upright,"['Classics', 'Drama', 'Romance']"
m/bestiaire_2012,Bestiaire,2012,2016,Fresh,Spilled,"['Art House & International', 'Documentary', 'Drama', 'Special Interest']"
m/bethany,Bethany,2017,2017,Rotten,Spilled,['Horror']
m/bethlehem_2013,Bethlehem,2014,2016,Certified-Fresh,Upright,"['Drama', 'Mystery & Suspense']"
m/betsys_wedding,Betsy's Wedding,1990,2016,Rotten,Spilled,"['Comedy', 'Romance']"
m/better_days_2019,Better Days,2019,2020,Fresh,,['Drama']
m/better_living_through_chemistry,Better Living Through Chemistry,2014,2014,Rotten,Spilled,"['Comedy', 'Drama']"
m/better_luck_tomorrow,Better Luck Tomorrow,2002,2014,Certified-Fresh,Upright,"['Action & Adventure', 'Drama']"
m/better_start_running,Better Start Running,2018,2018,Rotten,Spilled,"['Action & Adventure', 'Comedy']"
m/better_than_chocolate,Better than Chocolate,1999,2016,Rotten,Upright,"['Art House & International', 'Comedy', 'Romance', 'Gay & Lesbian']"
m/better_this_world,Better This World,2011,2017,Fresh,Upright,"['Documentary', 'Special Interest']"
m/better_tomorrow,A Better Tomorrow,2010,2016,Fresh,Upright,"['Action & Adventure', 'Art House & International', 'Drama', 'Mystery & Suspense']"
m/better_watch_out,Better Watch Out,2017,2017,Certified-Fresh,Upright,"['Drama', 'Horror', 'Mystery & Suspense']"
m/bettie_page_reveals_all,Bettie Page Reveals All,2013,2016,Fresh,Upright,"['Documentary', 'Special Interest']"
m/betting_on_zero,Betting on Zero,2017,2017,Fresh,Upright,['Documentary']
m/betty_blue,372 le Matin (Betty Blue) (37.2 Degrees in the Morning),1986,2016,Fresh,Upright,"['Art House & International', 'Drama', 'Romance']"
m/betty_they_say_im_different,Betty: They Say I'm Different,0,2020,Fresh,,['Documentary']
m/between_love_and_goodbye,Between Love & Goodbye,2008,2016,Rotten,Spilled,"['Drama', 'Gay & Lesbian']"
m/between_strangers,Between Strangers,2002,2019,Rotten,Spilled,['Drama']
m/between_the_lines,Between the Lines,1977,2019,Fresh,Spilled,"['Comedy', 'Drama', 'Special Interest']"
m/between_two_ferns_the_movie,Between Two Ferns: The Movie,0,2019,Certified-Fresh,Spilled,['Comedy']
m/between_us_2012,Between Us,2013,2016,Rotten,Upright,"['Comedy', 'Drama']"
m/between_us_2017,Between Us,2017,2017,Rotten,Spilled,"['Comedy', 'Drama', 'Romance']"
m/between_worlds_2018,Between Worlds,0,2018,Rotten,Upright,['Mystery & Suspense']
m/beverly_hills_cop,Beverly Hills Cop,1984,2014,Certified-Fresh,Upright,"['Action & Adventure', 'Comedy', 'Mystery & Suspense']"
m/beverly_hills_cop_2,Beverly Hills Cop II,1987,2014,Rotten,Spilled,"['Action & Adventure', 'Comedy']"
m/beverly_hills_cop_3,Beverly Hills Cop III,1994,0,Rotten,Spilled,"['Action & Adventure', 'Comedy']"
m/beverly_hills_ninja,Beverly Hills Ninja,1997,2012,Rotten,Spilled,"['Action & Adventure', 'Comedy']"
m/beware_of_mr_baker,Beware Of Mr. Baker,2012,2016,Certified-Fresh,Upright,"['Documentary', 'Musical & Performing Arts']"
m/beware_the_gonzo,Beware the Gonzo,2011,2016,Rotten,Spilled,['Comedy']
m/bewitched,Bewitched,2005,2012,Rotten,Spilled,"['Comedy', 'Science Fiction & Fantasy']"
m/beyond,The Beyond (...E tu vivrai nel terrore! L'aldilà),1981,2016,Fresh,Upright,"['Drama', 'Horror']"
m/beyond_a_reasonable_doubt,Beyond a Reasonable Doubt,1956,2016,Fresh,Spilled,"['Drama', 'Mystery & Suspense']"
m/beyond_belief_2008,Beyond Belief,2008,2017,Fresh,Upright,"['Documentary', 'Drama', 'Special Interest']"
m/beyond_borders,Beyond Borders,2003,2013,Rotten,Upright,"['Action & Adventure', 'Drama', 'Romance']"
m/beyond_clueless_2014,Beyond Clueless,2014,2017,Fresh,Spilled,"['Documentary', 'Horror', 'Special Interest', 'Romance']"
m/beyond_hatred,Beyond Hatred (Au-dela de la haine),2007,2008,Fresh,Spilled,"['Art House & International', 'Documentary', 'Special Interest']"
m/beyond_outrage,Beyond Outrage,2014,2016,Rotten,Spilled,['Action & Adventure']
m/beyond_rangoon,Beyond Rangoon,1995,2009,Rotten,Upright,"['Action & Adventure', 'Drama']"
m/beyond_reanimator,Beyond Re-Animator,2003,2016,Rotten,Spilled,"['Comedy', 'Horror', 'Science Fiction & Fantasy']"
m/beyond_skyline_2017,Beyond Skyline,2017,2017,Fresh,Spilled,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']"
m/beyond_the_black_rainbow_2012,Beyond The Black Rainbow,2012,2016,Rotten,Spilled,"['Horror', 'Science Fiction & Fantasy']"
m/beyond_the_edge_2013,Beyond the Edge,2014,2017,Fresh,Upright,"['Action & Adventure', 'Documentary', 'Drama', 'Mystery & Suspense', 'Sports & Fitness']"
m/beyond_the_gates,Beyond the Gates,2005,2016,Certified-Fresh,Upright,['Drama']
m/beyond_the_gates_2016,Beyond the Gates,2016,2017,Fresh,Spilled,"['Action & Adventure', 'Drama', 'Horror', 'Science Fiction & Fantasy']"
m/beyond_the_hills_2012,Beyond The Hills,2013,2017,Certified-Fresh,Upright,"['Art House & International', 'Drama']"
m/beyond_the_lights,Beyond the Lights,2014,2016,Certified-Fresh,Upright,['Drama']
m/beyond_the_mask,Beyond The Mask,2015,2017,Rotten,Upright,"['Action & Adventure', 'Drama']"
m/beyond_the_mat,Beyond the Mat,1999,2016,Certified-Fresh,Upright,"['Documentary', 'Special Interest', 'Sports & Fitness']"
m/beyond_the_ocean_2000,Beyond the Ocean,2000,2015,Rotten,,"['Art House & International', 'Drama']"
m/beyond_the_poseidon_adventure,Beyond the Poseidon Adventure,1979,2015,Rotten,Spilled,['Action & Adventure']
m/beyond_the_reach,Beyond The Reach,2015,2015,Rotten,Spilled,['Mystery & Suspense']
m/beyond_the_sea,Beyond the Sea,2004,2016,Rotten,Upright,"['Drama', 'Musical & Performing Arts']"
m/beyond_the_valley_of_the_dolls,Beyond the Valley of the Dolls,1970,2016,Fresh,Upright,"['Classics', 'Comedy', 'Drama', 'Mystery & Suspense', 'Romance']"
m/beyond_the_visible_hilma_af_klint,Beyond the Visible - Hilma af Klint,2020,2020,Fresh,,['Documentary']
m/beyond_therapy,Beyond Therapy,1987,2015,Rotten,Spilled,['Comedy']
m/bhaag_milkha_bhaag,Bhaag Milkha Bhaag,2013,2017,Fresh,Upright,['Drama']
m/bhool_bhulaiyaa,Bhool Bhulaiyaa,2007,2017,Rotten,Upright,"['Art House & International', 'Comedy', 'Drama']"
m/bhoot,Bhoot (Ghost House),2003,2017,Fresh,Spilled,"['Art House & International', 'Drama', 'Horror']"
m/bhoothnath,Bhoothnath,2008,2015,Fresh,Spilled,"['Art House & International', 'Drama', 'Kids & Family']"
m/bhutto,Bhutto,2010,2016,Fresh,Upright,"['Documentary', 'Special Interest']"
m/bicentennial_man,Bicentennial Man,1999,2016,Rotten,Spilled,"['Comedy', 'Drama', 'Science Fiction & Fantasy']"
m/bickford_shmecklers_cool_ideas,Bickford Shmeckler's Cool Ideas,0,2016,Rotten,Spilled,['Comedy']
m/bicycle_thieves,Bicycle Thieves (Ladri di biciclette) (The Bicycle Thief),1949,2016,Certified-Fresh,Upright,['Drama']
m/bidder_70,Bidder 70,2013,2018,Fresh,Spilled,"['Documentary', 'Drama', 'Special Interest']"
m/big,Big,1988,2014,Certified-Fresh,Upright,"['Comedy', 'Kids & Family', 'Science Fiction & Fantasy']"
m/big-stan,Big Stan,2009,2016,Rotten,Spilled,['Comedy']
m/big_ass_spider,Big Ass Spider!,2013,2016,Fresh,Spilled,"['Comedy', 'Science Fiction & Fantasy']"
m/big_bad_love,Big Bad Love,2001,2017,Rotten,Upright,"['Art House & International', 'Drama']"
m/big_bad_mama,Big Bad Mama,1974,2018,Fresh,Spilled,"['Action & Adventure', 'Comedy', 'Drama']"
m/big_bad_wolves_2013,Big Bad Wolves,2014,2016,Certified-Fresh,Upright,"['Comedy', 'Drama', 'Mystery & Suspense']"
m/big_bounce,The Big Bounce,2004,2009,Rotten,Spilled,"['Action & Adventure', 'Comedy', 'Drama']"
m/big_boys_gone_bananas_2012,Big Boys Gone Bananas!*,2012,2016,Fresh,Upright,"['Documentary', 'Special Interest']"
m/big_brass_ring,The Big Brass Ring,1999,2017,Rotten,Spilled,['Drama']
m/big_bully,Big Bully,1996,2019,Rotten,Spilled,"['Comedy', 'Drama']"
m/big_bus,The Big Bus,1976,2016,Fresh,Spilled,"['Action & Adventure', 'Comedy', 'Science Fiction & Fantasy']"
m/big_chill,The Big Chill,1983,2012,Fresh,Upright,"['Comedy', 'Drama', 'Musical & Performing Arts']"
m/big_clock,The Big Clock,1948,2016,Fresh,Upright,"['Classics', 'Drama', 'Mystery & Suspense']"
m/big_combo,The Big Combo,1955,2016,Fresh,Upright,"['Classics', 'Drama', 'Mystery & Suspense']"
m/big_country,The Big Country,1958,2016,Fresh,Upright,"['Classics', 'Drama', 'Western']"
m/big_daddy,Big Daddy,1999,2012,Rotten,Upright,"['Comedy', 'Kids & Family']"
m/big_driver,Big Driver,0,2016,Rotten,Spilled,['Mystery & Suspense']
m/big_easy,The Big Easy,1987,2016,Fresh,Upright,"['Action & Adventure', 'Comedy', 'Drama', 'Mystery & Suspense']"
m/big_eden,Big Eden,2001,2016,Fresh,Upright,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']"
m/big_eyes,Big Eyes,2014,2016,Fresh,Upright,['Drama']
m/big_fat_liar,Big Fat Liar,2002,2016,Rotten,Spilled,"['Comedy', 'Kids & Family']"
m/big_foot_the_lost_coast_tapes_2012,Big Foot: The Lost Coast Tapes,2012,2016,Rotten,Spilled,"['Horror', 'Mystery & Suspense']"
m/big_fur,Big Fur,0,2020,Fresh,,['Documentary']
m/big_game_2015,Big Game,2015,2015,Certified-Fresh,Spilled,['Action & Adventure']
m/big_gay_musical,The Big Gay Musical,2009,2015,Fresh,Upright,"['Comedy', 'Musical & Performing Arts', 'Gay & Lesbian']"
m/big_green,The Big Green,1995,2016,Rotten,Spilled,"['Comedy', 'Kids & Family']"
m/big_hero_6,Big Hero 6,2014,2015,Certified-Fresh,Upright,"['Animation', 'Kids & Family']"
m/big_hit,The Big Hit,1998,2014,Rotten,Spilled,['Action & Adventure']
m/big_house,The Big House,1930,2012,Fresh,Upright,"['Classics', 'Drama']"
m/big_jake,Big Jake,0,2017,Fresh,Upright,"['Action & Adventure', 'Classics', 'Western']"
m/big_kill,Big Kill,2018,2019,Rotten,Upright,"['Action & Adventure', 'Western']"
m/big_liar_on_campus,Big Liar on Campus,2007,2011,Rotten,Spilled,"['Comedy', 'Drama']"
m/big_miracle,Big Miracle,2012,2015,Certified-Fresh,Upright,"['Action & Adventure', 'Comedy', 'Drama', 'Romance']"
m/big_mommas_house,Big Momma's House,2000,2015,Rotten,Spilled,"['Action & Adventure', 'Comedy']"
m/big_mommas_like_father_like_son,"Big Mommas: Like Father, Like Son",2011,2015,Rotten,Spilled,['Comedy']
m/big_muddy_2011,Big Muddy,2015,2015,Rotten,Spilled,"['Drama', 'Horror', 'Western']"
m/big_night,Big Night,1996,2013,Certified-Fresh,Upright,"['Comedy', 'Drama', 'Romance']"
m/big_nothing,Big Nothing,2007,2017,Rotten,Upright,"['Comedy', 'Mystery & Suspense']"
m/big_one,The Big One,1998,2016,Fresh,Upright,"['Documentary', 'Special Interest']"
m/big_picture,The Big Picture,1989,2010,Fresh,Spilled,"['Comedy', 'Drama']"
m/big_red_one,The Big Red One,1980,2013,Certified-Fresh,Upright,"['Action & Adventure', 'Drama']"
m/big_shot_caller,The Big Shot-Caller,2009,2017,Rotten,Spilled,['Drama']
m/big_shots,Big Shots,0,2013,Fresh,Upright,"['Action & Adventure', 'Comedy', 'Drama']"
m/big_sky_2015,Big Sky,2015,2015,Rotten,Spilled,"['Drama', 'Mystery & Suspense']"
m/big_star_nothing_can_hurt_me,Big Star: Nothing Can Hurt Me,2013,2016,Fresh,Upright,"['Documentary', 'Musical & Performing Arts']"
m/big_steal,The Big Steal,1949,2013,Fresh,Upright,"['Action & Adventure', 'Classics', 'Drama', 'Mystery & Suspense']"
m/big_stone_gap,Big Stone Gap,2015,2016,Rotten,Spilled,"['Comedy', 'Romance']"
m/big_sur_2013,Big Sur,2013,2017,Rotten,Spilled,"['Drama', 'Special Interest']"
m/big_tease,The Big Tease,2000,2009,Rotten,Spilled,"['Art House & International', 'Comedy']"
m/big_top_pee_wee,Big Top Pee-wee,1988,2013,Rotten,Spilled,['Comedy']
m/big_trail,The Big Trail,1930,2013,Fresh,Upright,"['Classics', 'Drama', 'Western']"
m/big_trouble,Big Trouble,1986,2012,Rotten,Spilled,['Comedy']
m/big_trouble_in_little_china,Big Trouble in Little China,1986,2015,Fresh,Upright,"['Action & Adventure', 'Science Fiction & Fantasy']"
m/big_wednesday,Big Wednesday,1978,2016,Fresh,Upright,"['Comedy', 'Drama']"
m/bigamist,The Bigamist,1953,2016,Fresh,Spilled,"['Classics', 'Drama']"
m/bigger_splash,A Bigger Splash,1974,2020,Fresh,Spilled,"['Documentary', 'Drama']"
m/bigger_stronger_faster_asterisk,"Bigger, Stronger, Faster*",2008,2016,Certified-Fresh,Upright,"['Documentary', 'Special Interest']"
m/bigger_than_the_sky,Bigger Than the Sky,2005,2016,Rotten,Spilled,"['Comedy', 'Drama']"
m/biggie_and_tupac,Biggie and Tupac,2002,2017,Certified-Fresh,Upright,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/biker_boyz,Biker Boyz,2003,2017,Rotten,Spilled,"['Action & Adventure', 'Drama']"
m/bikes_vs_cars,Bikes vs Cars,2015,2017,Fresh,Spilled,['Documentary']
m/bikram_yogi_guru_predator,"Bikram: Yogi, Guru, Predator",0,2019,Certified-Fresh,Upright,['Documentary']
m/bill_2016,Bill,2016,2016,Fresh,Upright,"['Comedy', 'Kids & Family']"
m/bill_and_ted_face_the_music,Bill & Ted Face the Music,2020,2020,Certified-Fresh,Upright,"['Action & Adventure', 'Comedy', 'Science Fiction & Fantasy']"
m/bill_and_teds_bogus_journey,Bill & Ted's Bogus Journey,1991,2016,Rotten,Spilled,"['Action & Adventure', 'Comedy', 'Science Fiction & Fantasy']"
m/bill_and_teds_excellent_adventure,Bill and Ted's Excellent Adventure,1989,2016,Certified-Fresh,Upright,"['Action & Adventure', 'Comedy', 'Science Fiction & Fantasy']"
