,rotten_tomatoes_link,movie_title,year_of_release,year_of_streaming_release,tomatometer_status,audience_status,genre_list
1705,m/1200743-wrecking_crew,The Wrecking Crew,2015,2016,Certified-Fresh,Upright,"['Documentary', 'Musical & Performing Arts']"
1706,m/1200797-closing_the_ring,Closing the Ring,2007,2017,Rotten,Spilled,"['Drama', 'Romance']"
1707,m/1200873-dorian_gray,Dorian Gray,2009,2017,Rotten,Spilled,"['Drama', 'Horror']"
1708,m/1200985-nobel_son,Nobel Son,2008,2012,Rotten,Spilled,"['Comedy', 'Drama', 'Mystery & Suspense']"
1709,m/1201402-17_again,17 Again,2009,2011,Rotten,Upright,"['Comedy', 'Drama', 'Science Fiction & Fantasy']"
1710,m/1201569-good_life,The Good Life,2007,2017,Rotten,Spilled,"['Art House & International', 'Comedy', 'Drama']"
1711,m/1202110-tooth_fairy,The Tooth Fairy,2010,2015,Rotten,Spilled,"['Comedy', 'Kids & Family', 'Science Fiction & Fantasy']"
1712,m/1202111-greatest,The Greatest,2010,2017,Rotten,Spilled,['Drama']
1713,m/1202171-labor_pains,Labor Pains,2009,2017,Rotten,Spilled,['Comedy']
1714,m/1202483-dark_streets,Dark Streets,2008,2012,Rotten,Spilled,"['Drama', 'Musical & Performing Arts']"
1715,m/1202487-book_of_revelation,The Book of Revelation,,2017,Fresh,Spilled,"['Drama', 'Horror', 'Musical & Performing Arts', 'Mystery & Suspense']"
1716,m/1202507-open_window,Open Window,2006,2017,Rotten,Spilled,['Drama']
1717,m/1202804-green_zone,Green Zone,2010,2016,Rotten,Spilled,"['Drama', 'Mystery & Suspense']"
1718,m/1202807-easy_virtue,Easy Virtue,2009,2012,Rotten,Spilled,"['Comedy', 'Romance']"
1719,m/1202867-dear_zachary,Dear Zachary: A Letter to a Son About His Father,2008,2016,Certified-Fresh,Upright,"['Documentary', 'Drama', 'Special Interest']"
1720,m/1203291-under_the_sea_3d,Under the Sea 3D,2009,2015,Certified-Fresh,Upright,['Documentary']
1721,m/1203339-dance_of_the_dead,Dance of the Dead,2008,2016,Fresh,Spilled,"['Action & Adventure', 'Horror']"
1722,m/1203528-fetching_cody,Fetching Cody,2005,2018,Rotten,Upright,"['Comedy', 'Drama', 'Science Fiction & Fantasy']"
1723,m/1203732-me_and_orson_welles,Me and Orson Welles,2009,2011,Certified-Fresh,Upright,"['Art House & International', 'Comedy', 'Drama']"
1724,m/1204891-center_stage_turn_it_up,Center Stage: Turn It Up,2008,2016,Fresh,Spilled,['Drama']
1725,m/1204946-children,The Children,2008,2016,Fresh,Spilled,['Horror']
1726,m/1205283-war_child,War Child,2008,2016,Rotten,Upright,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
1727,m/1205347-garbage_warrior,Garbage Warrior,2007,2017,Fresh,Upright,"['Documentary', 'Musical & Performing Arts']"
1728,m/1205377-last_house_on_the_left,The Last House on the Left,2009,2015,Rotten,Spilled,"['Drama', 'Horror', 'Mystery & Suspense']"
1729,m/1205380-crazies,The Crazies,2010,2017,Fresh,Spilled,"['Action & Adventure', 'Drama', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']"
1730,m/1205483_nine,9,2009,2012,Rotten,Spilled,"['Action & Adventure', 'Animation', 'Drama', 'Science Fiction & Fantasy']"
1731,m/1205530-three_stooges,The Three Stooges,2012,2015,Rotten,Spilled,['Comedy']
1732,m/1205668-lodger,The Lodger,2009,2014,Rotten,Spilled,"['Drama', 'Horror', 'Mystery & Suspense']"
1733,m/1205681-paper_man,Paper Man,2010,2016,Rotten,Spilled,"['Comedy', 'Drama']"
1734,m/1205717-creation,Creation,2010,2016,Rotten,Spilled,['Drama']
1735,m/1205903-our_man_in_havana,Our Man in Havana,1959,2013,Fresh,Upright,"['Classics', 'Comedy', 'Drama', 'Mystery & Suspense']"
1736,m/1206010-made_in_america,Crips and Bloods: Made in America,2008,2016,Fresh,Upright,"['Documentary', 'Special Interest']"
1737,m/1206531-tennessee,Tennessee,2009,2017,Rotten,Spilled,['Drama']
1738,m/1206664-free_style,Free Style,2009,2017,Rotten,Spilled,"['Drama', 'Kids & Family']"
1739,m/1206674-helen,Helen,2010,2016,Rotten,Spilled,['Drama']
1740,m/1206848-four_flies_on_grey_velvet,Four Flies on Grey Velvet (4 mosche di velluto grigio),1971,2017,Fresh,Upright,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense']"
1741,m/1206853-weapons,Weapons,,2016,Rotten,Spilled,"['Art House & International', 'Drama']"
1742,m/1206875-islander,Islander,2007,2016,Fresh,Upright,['Drama']
1743,m/1207149-taking_of_pelham_1_2_3,The Taking of Pelham 1 2 3,2009,2012,Rotten,Spilled,"['Action & Adventure', 'Mystery & Suspense']"
1744,m/1207523-obsessed,Obsessed,2009,2012,Rotten,Spilled,"['Drama', 'Mystery & Suspense']"
1745,m/1207748-katyn,Katyn,2009,2009,Certified-Fresh,Upright,"['Art House & International', 'Drama']"
1746,m/1207887-sugarhouse,Sugarhouse,2007,2017,Rotten,Spilled,"['Drama', 'Mystery & Suspense']"
1747,m/1207954-weather_girl,Weather Girl,2009,2014,Rotten,Spilled,['Comedy']
1748,m/1208102-unmade_beds,Unmade Beds,2009,2017,Fresh,Upright,"['Comedy', 'Drama']"
1749,m/1208105-adam,Adam,2009,2015,Fresh,Upright,"['Drama', 'Romance']"
1750,m/1208128-tyson,Tyson,2009,2012,Certified-Fresh,Upright,"['Documentary', 'Sports & Fitness']"
1751,m/1208165-boys_are_back,The Boys Are Back,2009,2016,Fresh,Upright,['Drama']
1752,m/1208173-splice,Splice,2010,2016,Certified-Fresh,Spilled,"['Horror', 'Science Fiction & Fantasy']"
1753,m/1208772-crossing_arizona,Crossing Arizona,2006,2016,Fresh,Upright,"['Documentary', 'Special Interest']"
1754,m/1208806-its_complicated,It's Complicated,2009,2015,Rotten,Upright,"['Comedy', 'Romance']"
1755,m/1208882-cove,The Cove,2009,2015,Certified-Fresh,Upright,['Documentary']
1756,m/1208926-vinyan,Vinyan,2008,2012,Rotten,Spilled,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense']"
1757,m/1208_east_of_bucharest,12:08 East of Bucharest (A fost sau n-a fost?),2007,2007,Certified-Fresh,Upright,"['Art House & International', 'Comedy', 'Drama']"
1758,m/1209441-black_sun,Black Sun,2005,,Fresh,Upright,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
1759,m/1209767-mary_and_max,Mary and Max,2009,2016,Certified-Fresh,Upright,"['Animation', 'Comedy', 'Drama']"
1760,m/1209777-new_york,New York,2009,2016,Rotten,Upright,"['Action & Adventure', 'Art House & International', 'Drama']"
1761,m/1209933-puss_in_boots,Puss in Boots,2011,2015,Certified-Fresh,Upright,"['Action & Adventure', 'Animation', 'Comedy', 'Kids & Family', 'Science Fiction & Fantasy']"
1762,m/1210128-mystery_team,Mystery Team,2009,2016,Rotten,Upright,"['Comedy', 'Mystery & Suspense']"
1763,m/1210171-reunion,Reunion,2009,2017,Rotten,Spilled,['Drama']
1764,m/1210249-last_word,The Last Word,2009,2016,Rotten,Spilled,"['Comedy', 'Drama']"
1765,m/1210562-el_bano_del_papa,El Baño del Papa (The Pope's Toilet),2007,2017,Fresh,Upright,"['Art House & International', 'Comedy', 'Drama']"
1766,m/1210749-eclipse,The Twilight Saga: Eclipse,2010,2015,Rotten,Upright,"['Drama', 'Science Fiction & Fantasy', 'Romance']"
1767,m/1210830-antichrist,Antichrist,2009,2015,Rotten,Spilled,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense']"
1768,m/1210904-splinterheads,Splinterheads,2009,2020,Rotten,Spilled,['Comedy']
1769,m/1211138-baby_on_board,Baby on Board,2008,2016,Rotten,Spilled,['Comedy']
1770,m/1211183-extract,Extract,2009,2016,Fresh,Spilled,['Comedy']
1771,m/1211195-debt,The Debt,2011,2015,Certified-Fresh,Upright,"['Drama', 'Mystery & Suspense']"
1772,m/1211197-everybodys_fine,Everybody's Fine,2009,2016,Rotten,Spilled,"['Comedy', 'Drama']"
1773,m/1211199-last_night,Last Night,2011,2017,Rotten,Spilled,"['Drama', 'Romance']"
1774,m/1211483-howl,Howl,2010,2016,Fresh,Spilled,"['Animation', 'Drama', 'Special Interest']"
1775,m/1211512-life_during_wartime,Life During Wartime,2010,2017,Fresh,Spilled,"['Comedy', 'Drama']"
1776,m/1211532-friends_of_eddie_coyle,The Friends of Eddie Coyle,1973,2013,Fresh,Upright,"['Classics', 'Drama', 'Horror', 'Mystery & Suspense']"
1777,m/1211577-skeptic,The Skeptic,2009,2017,Rotten,Spilled,"['Horror', 'Mystery & Suspense']"
1778,m/1211619-remember_me,Remember Me,2010,2015,Rotten,Upright,"['Drama', 'Romance']"
1779,m/1211777-uncle_nino,Uncle Nino,2003,2017,Rotten,Upright,"['Comedy', 'Drama']"
1780,m/1211910-what_goes_up,What Goes Up,2009,2012,Rotten,Spilled,"['Comedy', 'Drama']"
1781,m/1212016-its_not_me_i_swear,"C'est Pas Moi, Je le Jure! (It's Not Me, I Swear!)",2008,2015,Fresh,Upright,"['Art House & International', 'Comedy', 'Kids & Family']"
1782,m/1212085-home,Home,2009,2016,Fresh,Upright,"['Art House & International', 'Documentary', 'Drama']"
1783,m/1212111-triangle,Triangle,2009,2016,Certified-Fresh,Upright,['Mystery & Suspense']
1784,m/1212267-blast,BLAST!,2009,2016,Fresh,,"['Action & Adventure', 'Documentary']"
1785,m/1212410-get_him_to_the_greek,Get Him to the Greek,2010,2014,Certified-Fresh,Upright,['Comedy']
1786,m/1212440-home,Home,2011,2015,Rotten,Upright,"['Documentary', 'Drama', 'Kids & Family']"
1787,m/1212593-end_of_the_line,The End of the Line,2009,2017,Certified-Fresh,Upright,"['Documentary', 'Special Interest']"
1788,m/1212640-eclipse,The Eclipse,2010,2016,Certified-Fresh,Spilled,"['Art House & International', 'Drama', 'Horror', 'Romance']"
1789,m/1212694-blind_side,The Blind Side,2009,2013,Fresh,Upright,"['Comedy', 'Drama', 'Sports & Fitness']"
1790,m/1212720-stone_of_destiny,Stone of Destiny,2008,2017,Rotten,Spilled,"['Action & Adventure', 'Comedy', 'Drama']"
1791,m/1212848-sunchaser,The Sunchaser,1996,2015,Rotten,Spilled,"['Action & Adventure', 'Drama', 'Mystery & Suspense']"
1792,m/1212891-furry_vengeance,Furry Vengeance,2010,2017,Rotten,Spilled,"['Comedy', 'Kids & Family']"
1793,m/1212910-warrior,Warrior,2011,2013,Certified-Fresh,Upright,"['Action & Adventure', 'Drama']"
1794,m/1212946-beyond_a_reasonable_doubt,Beyond a Reasonable Doubt,2009,2016,Rotten,Spilled,"['Drama', 'Mystery & Suspense']"
1795,m/1213205-prophet,A Prophet (Un prophete),2010,2012,Certified-Fresh,Upright,"['Art House & International', 'Drama']"
1796,m/1213377-homecoming,Homecoming,2009,2016,Rotten,Spilled,"['Horror', 'Mystery & Suspense']"
1797,m/1213536-american_son,American Son,,2016,Fresh,Spilled,['Drama']
1798,m/1213593-narrows,The Narrows,2008,2016,Rotten,Spilled,['Drama']
1799,m/1213684-big_fan,Big Fan,2009,2017,Certified-Fresh,Upright,"['Comedy', 'Drama']"
1800,m/1213717-salt,Salt,2010,2012,Fresh,Spilled,"['Action & Adventure', 'Mystery & Suspense']"
1801,m/1213718-did_you_hear_about_the_morgans,Did You Hear About the Morgans?,2009,2012,Rotten,Spilled,"['Comedy', 'Drama', 'Romance']"
1802,m/1213731-worlds_greatest_dad,World's Greatest Dad,2009,2016,Certified-Fresh,Upright,"['Comedy', 'Drama']"
1803,m/1213732-no_impact_man,No Impact Man: The Documentary,2009,2015,Certified-Fresh,Upright,"['Documentary', 'Special Interest']"
1804,m/1213734-ghosted,Ghosted,2009,2016,Rotten,Spilled,"['Art House & International', 'Mystery & Suspense', 'Gay & Lesbian']"
1805,m/1213735-death_in_love,Death in Love,2009,2016,Rotten,Spilled,['Drama']
1806,m/1213737-x_games_3d_the_movie,X Games 3D: The Movie,2009,2017,Rotten,Upright,"['Documentary', 'Sports & Fitness']"
1807,m/1213870-nollywood_babylon,Nollywood Babylon,2008,2017,Fresh,Upright,['Documentary']
1808,m/1213991-way_we_get_by,The Way We Get By,2009,2016,Fresh,Upright,"['Documentary', 'Special Interest']"
1809,m/1213994-five_minutes_of_heaven,Five Minutes of Heaven,2009,2016,Certified-Fresh,Upright,['Drama']
1810,m/1213999-brothers,Brothers,2009,2011,Fresh,Upright,"['Drama', 'Mystery & Suspense']"
1811,m/1214027-collector,The Collector,2009,2016,Rotten,Spilled,"['Horror', 'Mystery & Suspense']"
1812,m/1214049-one_week,One Week,,2017,Rotten,Upright,['Drama']
1813,m/1214055-hills_run_red,The Hills Run Red,2009,2009,Rotten,Spilled,['Horror']
1814,m/1214097-despicable_me,Despicable Me,2010,2015,Certified-Fresh,Upright,"['Animation', 'Comedy', 'Kids & Family']"
1815,m/1214112-disappeared,The Disappeared,2008,2017,Fresh,Spilled,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense']"
1816,m/1214585-apres_lui,Après lui,2007,2017,Fresh,Spilled,['Drama']
1817,m/1214588-poker_house,The Poker House,2008,2016,Fresh,Upright,['Drama']
1818,m/1214678-deadgirl,Deadgirl,2008,2016,Rotten,Spilled,"['Drama', 'Horror']"
1819,m/1214788-meerkats,The Meerkats,2008,2016,Fresh,Upright,['Documentary']
1820,m/1214904-run_robot_run,Run Robot Run!,,2017,Fresh,Upright,['Comedy']
1821,m/1215016-anita_oday_the_life_of_a_jazz_singer,Anita O'Day: The Life of a Jazz Singer,2007,2016,Fresh,Upright,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
1822,m/1215790-carriers,Carriers,2009,2014,Fresh,Spilled,"['Drama', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']"
1823,m/1215791-earth_days,Earth Days,2009,2010,Fresh,Spilled,"['Documentary', 'Special Interest']"
1824,m/1215792-amreeka,Amreeka,2009,2017,Certified-Fresh,Upright,['Drama']
1825,m/1215969-i_sell_the_dead,I Sell the Dead,2008,2017,Certified-Fresh,Spilled,"['Comedy', 'Horror']"
1826,m/1215970-my_one_and_only,My One and Only,2009,2012,Fresh,Spilled,['Comedy']
1827,m/1216015-horse_boy,The Horse Boy,2009,2015,Fresh,Upright,"['Documentary', 'Special Interest', 'Sports & Fitness']"
1828,m/1216067-fifty_dead_men_walking,Fifty Dead Men Walking,2008,2020,Certified-Fresh,Upright,"['Action & Adventure', 'Drama']"
1829,m/1216752-nursefighterboy,Nurse.Fighter.Boy,2009,2016,Fresh,Upright,['Drama']
1830,m/1216754-art_and_copy,Art & Copy,2009,2016,Rotten,Upright,"['Documentary', 'Special Interest']"
1831,m/1216813-triangle,Triangle (Tie saam gok),2007,2017,Rotten,Spilled,"['Action & Adventure', 'Art House & International']"
1832,m/1216923-franklyn,Franklyn,2008,2016,Rotten,Spilled,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy', 'Romance']"
1833,m/1216924-ink,Ink,2009,2016,Fresh,Upright,"['Action & Adventure', 'Science Fiction & Fantasy']"
1834,m/1217083-passing_strange,Passing Strange,2009,2016,Fresh,Upright,"['Documentary', 'Musical & Performing Arts', 'Television']"
1835,m/1217389-we_live_in_public,We Live in Public,2009,2016,Certified-Fresh,Upright,"['Documentary', 'Special Interest']"
1836,m/1217459-staten_island,Staten Island (Little New York),2009,2016,Rotten,Spilled,"['Art House & International', 'Drama']"
1837,m/1217700-kick_ass,Kick-Ass,2010,2012,Certified-Fresh,Upright,"['Action & Adventure', 'Comedy', 'Drama']"
1838,m/1217834-motherland,Motherland,2009,2016,Fresh,Upright,"['Documentary', 'Special Interest']"
1839,m/1217843-know_your_mushrooms,Know Your Mushrooms,2008,2017,Fresh,Spilled,"['Art House & International', 'Documentary', 'Special Interest']"
1840,m/1217993-loren_cass,Loren Cass,2006,2017,Fresh,Spilled,"['Drama', 'Musical & Performing Arts']"
1841,m/1218013-white_on_rice,White on Rice,2009,2020,Rotten,Spilled,['Comedy']
1842,m/1218060-blind_date,Blind Date,2009,2016,Rotten,Spilled,"['Comedy', 'Drama']"
1843,m/1218217-single_man,A Single Man,2009,2015,Certified-Fresh,Upright,['Drama']
1844,m/1218218-not_forgotten,Not Forgotten,2009,2017,Rotten,Spilled,['Mystery & Suspense']
1845,m/1218219-passchendaele,Passchendaele,,2017,Rotten,Spilled,['Drama']
1846,m/1219152-mighty_celt,The Mighty Celt,2005,2017,Fresh,Upright,['Drama']
1847,m/1219165-paheli,Paheli,2005,2017,Rotten,Upright,"['Art House & International', 'Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']"
1848,m/1219638-ice_people,Ice People,2008,2009,Fresh,Upright,"['Documentary', 'Special Interest']"
1849,m/1219933-lailas_birthday,Eid milad Laila (Laila's Birthday),2008,2016,Fresh,Upright,"['Art House & International', 'Comedy', 'Drama']"
1850,m/1220355-shank,Shank,2009,2017,Fresh,Spilled,['Drama']
1851,m/1220545-children_of_the_corn,Children of the Corn,2009,2017,Rotten,Spilled,"['Horror', 'Television']"
1852,m/1220551-bounty_hunter,The Bounty Hunter,2010,2012,Rotten,Spilled,"['Action & Adventure', 'Comedy', 'Romance']"
1853,m/1220683-chevolution,Chevolution,2008,2013,Fresh,Upright,"['Documentary', 'Musical & Performing Arts']"
1854,m/1221008-breaking_point,Breaking Point,2009,2015,Rotten,Spilled,"['Action & Adventure', 'Drama']"
1855,m/1221112-che,Che: Part One (The Argentine),2009,2017,Fresh,Upright,"['Art House & International', 'Drama']"
1856,m/1221547-alice_in_wonderland,Alice in Wonderland,2010,2015,Rotten,Spilled,"['Action & Adventure', 'Kids & Family', 'Science Fiction & Fantasy']"
1857,m/1221991-englishman_in_new_york,An Englishman in New York,2009,2017,Fresh,Upright,"['Comedy', 'Drama']"
1858,m/1223214-fix,Fix,2009,2017,Rotten,Spilled,"['Action & Adventure', 'Drama']"
1859,m/1223275-alice_in_wonderland,Alice in Wonderland,1933,2015,Fresh,Spilled,"['Kids & Family', 'Science Fiction & Fantasy']"
1860,m/1226720-waveriders,Waveriders,,2017,Rotten,Spilled,"['Action & Adventure', 'Documentary', 'Sports & Fitness']"
1861,m/1226723-tony,Tony,2009,2017,Fresh,Spilled,"['Drama', 'Horror', 'Mystery & Suspense']"
1862,m/1226860-losers,The Losers,2010,2012,Rotten,Spilled,"['Action & Adventure', 'Drama', 'Mystery & Suspense']"
1863,m/127_hours,127 Hours,2010,2015,Certified-Fresh,Upright,['Drama']
1864,m/12_monkeys,Twelve Monkeys (12 Monkeys),1995,2015,Certified-Fresh,Upright,"['Drama', 'Science Fiction & Fantasy']"
1865,m/12_oclock_boys_2013,12 O'clock Boys,2014,2016,Certified-Fresh,Upright,"['Documentary', 'Special Interest']"
1866,m/12_rounds,12 Rounds,2009,2015,Rotten,Spilled,"['Action & Adventure', 'Mystery & Suspense']"
1867,m/12_strong,12 Strong,2018,2018,Rotten,Upright,"['Action & Adventure', 'Drama']"
1868,m/12_years_a_slave,12 Years a Slave,2013,2015,Certified-Fresh,Upright,['Drama']
1869,m/13-2010,13,2011,2017,Rotten,Spilled,"['Drama', 'Mystery & Suspense']"
1870,m/13_assassins_2011,13 Assassins,2011,2017,Certified-Fresh,Upright,"['Action & Adventure', 'Art House & International']"
1871,m/13_cameras,13 Cameras,2016,2017,Fresh,Spilled,['Horror']
1872,m/13_ghosts,13 Ghosts,1960,2014,Rotten,Spilled,"['Classics', 'Horror']"
1873,m/13_going_on_30,13 Going on 30,2004,2016,Fresh,Upright,"['Comedy', 'Romance']"
1874,m/13_hours_the_secret_soldiers_of_benghazi,13 Hours: The Secret Soldiers Of Benghazi,2016,2016,Rotten,Upright,"['Action & Adventure', 'Drama']"
1875,m/13_rue_madeleine,13 Rue Madeleine,1947,2016,Fresh,Spilled,"['Action & Adventure', 'Classics', 'Drama', 'Mystery & Suspense']"
1876,m/13_sins,13 Sins,2014,2016,Fresh,Spilled,"['Horror', 'Mystery & Suspense']"
1877,m/13_tzameti,13 Tzameti,2005,2007,Certified-Fresh,Upright,"['Art House & International', 'Drama', 'Mystery & Suspense']"
1878,m/13th_warrior,The 13th Warrior,1999,2013,Rotten,Upright,"['Action & Adventure', 'Cult Movies', 'Science Fiction & Fantasy']"
1879,m/1408,1408,2007,2017,Certified-Fresh,Upright,"['Horror', 'Mystery & Suspense']"
1880,m/1492_conquest_of_paradise,1492: Conquest of Paradise,1992,2016,Rotten,Spilled,"['Action & Adventure', 'Art House & International', 'Classics', 'Drama']"
1881,m/14_blades,14 Blades,2014,2016,Fresh,Spilled,"['Action & Adventure', 'Art House & International']"
1882,m/14_cameras,14 Cameras,2018,2018,Rotten,Spilled,['Horror']
1883,m/14_hours,14 Hours,1951,2018,Fresh,Upright,"['Classics', 'Drama', 'Mystery & Suspense']"
1884,m/154,1:54,2018,2018,Rotten,Spilled,"['Art House & International', 'Drama']"
1885,m/15_minutes,15 Minutes,2001,2015,Rotten,Spilled,"['Action & Adventure', 'Drama', 'Mystery & Suspense', 'Television']"
1886,m/15_minutes_of_war,15 Minutes of War (L'intervention),2019,2019,Rotten,Upright,"['Action & Adventure', 'Drama']"
1887,m/15_years,15 Years,,2020,Fresh,,['Drama']
1888,m/16_acres,16 Acres,2012,2016,Fresh,Upright,"['Documentary', 'Special Interest']"
1889,m/16_blocks,16 Blocks,2006,2014,Rotten,Spilled,"['Action & Adventure', 'Drama', 'Mystery & Suspense']"
1890,m/16_years_of_alcohol,16 Years of Alcohol,2003,2014,Fresh,Upright,"['Art House & International', 'Drama']"
1891,m/1776,1776,1972,2012,Fresh,Upright,"['Classics', 'Drama', 'Musical & Performing Arts']"
1892,m/17_girls_2011,17 Girls,2012,2017,Fresh,Spilled,['Drama']
1893,m/180-south,180 South,2010,2016,Fresh,Upright,"['Documentary', 'Special Interest']"
1894,m/18_again,18 Again!,1988,2015,Rotten,Spilled,['Comedy']
1895,m/18_presents,18 Presents (18 Regali),,2020,Fresh,Upright,"['Art House & International', 'Drama']"
